Epoch,Test Loss Val
0,0.6974
1,0.8192
2,0.8416
3,0.8474
4,0.8531
5,0.8507
6,0.8516
7,0.849
8,0.8499
9,0.8463
10,0.8474
11,0.8481
12,0.8475
13,0.8522
14,0.8522
15,0.8537
16,0.8491
17,0.8524
18,0.8545
19,0.8542
20,0.8517
21,0.8555
22,0.8516
23,0.852
24,0.853
25,0.8545
26,0.8563
27,0.852
28,0.854
29,0.8521
30,0.854
31,0.854
32,0.853
33,0.853
34,0.8557
35,0.8547
36,0.852
37,0.8528
38,0.8511
39,0.8535
40,0.8486
41,0.8548
42,0.8524
43,0.8519
44,0.8555
45,0.8536
46,0.8535
47,0.8551
48,0.8512
49,0.851
